class,text
Neg,@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS
Neutral,@VirginAmerica weather delays &gt; next few weeks ;) #JFK #BOS #DCA
Neutral,@VirginAmerica @madbee95 check the website before you go to the airport!
Neg,@VirginAmerica Do you guys know your check-in links from emails are broken? http://t.co/2npXB6oBMr
Neutral,@VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds w/a temperature of about 5 degrees &amp; w/the windchill -8
Pos,@VirginAmerica loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry
Neg,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
Neg,=@VirginAmerica the flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.
Pos,@VirginAmerica Hi! Just wanted to see if you have any new routes planned this year for Newark. Love flying you guys and hope to do so more!
Pos,"@VirginAmerica I mean. Probably inappropriate while on board.. But, it's on!"
Pos,@VirginAmerica happy to spend the day together. Let's do this!
Neutral,@VirginAmerica is saving my sanity right now: http://t.co/ELtBOLjUl9
Neutral,=@VirginAmerica missed my flight. how does standby work?
Pos,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
Neutral,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
Pos,@VirginAmerica thank you! I absolutely will 😎
Neg,@virginamerica Looks like a broken link for your assets https://t.co/OArDjjGrrD
Neutral,@VirginAmerica are you ready!? Let's say it together.. 'Noooo turbulence today!' 😘
Neg,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg
Neg,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
Neutral,@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund
Neutral,@virginamerica may start service to Hawaii from #SanFrancisco this year http://t.co/yPo7nYpRZl #biztravel
Neg,@virginAmerica Other carriers are less than half price for a round trip fare. I am stunned. http://t.co/UKdjjijroW
Neg,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?
Neutral,@VirginAmerica add DTW and I'm sold!
Pos,=@VirginAmerica how about some free drinks on the flight back for the free promo?
Pos,@VirginAmerica @SSal thanks!
Neutral,@VirginAmerica momma I made it! 😁😁😁
Neutral,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.
Neutral,@VirginAmerica help. I was On  Flight  27 from JKF tonight. seat 7C left portfolio. Need it back!!
Neutral,@VirginAmerica @shrinerack Seattle bound. Wifey got me the duffle for vday. She's a keeper!!! Holla!!! http://t.co/JlOIbLnair
Neg,"@VirginAmerica my luggage is gone. I've filed my paperwork, promised a call/email. Still no resolution or response from central luggage."
Neutral,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks
Pos,@VirginAmerica Thanks!
Pos,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
Pos,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
Neg,@VirginAmerica I requested a mileage challenge for status several weeks ago online but haven't heard back. How do I get help with this?
Neg,"@VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling. Don't worry, I'll keep trying :)"
Neutral,"@VirginAmerica Nice, Lofty View @flyLAXairport. #SilverStatus http://t.co/F4Tp0dAwbd"
Neg,@VirginAmerica Applied for Status Match on Feb 1. Got confirmation email same day. Still no news though. You guys have dropped ball Late Flightly 😥
Neutral,=@VirginAmerica is my new go to airline
Pos,"=@VirginAmerica I adore you, and AM So looking forward to my flight to Austin in two weeks."
Pos,=@VirginAmerica I was So glad it was mentioned. I took my first Virgin flight a few years back and it was a transformative experience.
Neutral,@VirginAmerica Flight Booking Problems flight to uphold my status match.  Do taxes on ticket count as earned status points?  #statusmatch #virginamerica
Neg,=@VirginAmerica trying to check-in...but Looks like your site is down?
Neg,"@VirginAmerica spending my birthday night with you, DAL-DCA. Get me home!"
Neg,=@VirginAmerica sent a couple messages to the email you provided but to no avail. will try again next year. Cheers.
Pos,"@VirginAmerica first time flying Virgin, went to #SanFrancisco .Thanks for the smooth ride. Easily my new fav airline!"
Neg,"=@VirginAmerica seriously, though. will there not be direct flights from SFO-FLL in may???"
Neg,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3
Neg,"@virginamerica not really the experience I was hoping 4, I ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board"
Neg,@VirginAmerica where is our luggage #so slow at lax
Neutral,@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
Neg,"=@VirginAmerica I spoke with a representative that offered no solution, I AM a loyal customer who flies on @VirginAtlantic as Well"
Neg,=@VirginAmerica I AM deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email
Neg,"@VirginAmerica what happened to direct flights from SFO-FLL? Looking in May, only see connecting #help #dontdothistome"
Neutral,@virginamerica.. Can you help? Left my blazer in. Kooples jacket bag at 3rd row second seat from right gate 36 T3 lax.. Flight to sfo
Neutral,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
Pos,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
Pos,"@VirginAmerica love you guys, but pls get some direct routes LAS to AUS!"
Neutral,=@VirginAmerica I would like help with some flights please.
Neutral,Bruh “@VirginAmerica: @giannilee Turn down for what. #VXSafetyDance”
Pos,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
Pos,@VirginAmerica ok! first time flying with you tonight :)
Neutral,@virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO.  Just needs a cabaret singer.  Think about it!
Neutral,"@VirginAmerica Done, but I need the receipt ASAP. Could you please help? #150219-000114"
Neg,@VirginAmerica I have 2d and 3d embossed badges and patches superior to the ones you are currently using. http://t.co/3fq3XElbOn
Neg,=@VirginAmerica on VX399 from JFK to LA - dirty plane - not up to your standards.
Neg,=@VirginAmerica on flight VX399 headed to LA from JFK - dirtiest VA plane I have ever been on. Sad for a great airline.
Pos,@VirginAmerica got it squared away. Someone picked up as soon as I tweeted. Should have tweeted sooner. 😉
Neg,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
Neg,@VirginAmerica delayed to10.30!!
Neg,@VirginAmerica currently in minute 10 of being on hold with cust. service. Do I need to do anything to add a lap child to my reservation?
Neutral,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/SfjDuahx9Z by @skift
Pos,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
Pos,=@VirginAmerica  flight Booking Problems last second flight for next week from SFO- to San Any chance you want to gift me a promo code since I love you guys
Neg,=@VirginAmerica Comenity Bank is a joke!Please change.  nothing but constant Problems with this Bank
Neutral,"=@VirginAmerica I just did, how can I DM? do u have to also add me?"
Pos,"@VirginAmerica For my Grandma Ella's 80th, she would &lt;3 a bday greeting from your flight crew! She was a stewardess for Eastern Airlines."
Pos,@VirginAmerica Just bought tix for ATX - Dallas route - thanks for adding that! Love yr airline &amp; yr website is BEST transactional site EVER
Neutral,"=@VirginAmerica Anytime, sugafly."
Pos,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!
Neutral,=@VirginAmerica I Need a receipt for a flight change. can you send one?
Neg,"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?"
Pos,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
Pos,@VirginAmerica that doesn't look to fat to me! It looks yummy!
Neutral,@VirginAmerica CEO says #Southwest &amp; #jetblue have strayed from low cost model.http://t.co/96Sctomh29
Neutral,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
Neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/FVUdmh27pF @TheNationalUAE
Neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE
Neutral,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/vw4P4T4tLh @TheNationalUAE
Pos,@VirginAmerica omg omg😍😍 nonstop Dallas to Austin on virgin✨😱✈️
Pos,@VirginAmerica Your planes are really pretty. Just thought u should know that. :)
Neutral,=@VirginAmerica when are you flying to Hawaii
Neg,@VirginAmerica I'm pulling my hair out trying to book a flight with u. Your site doesn't work on iPhone or iPad.don't have a computer #help
Pos,=@VirginAmerica Thank you
Neg,@VirginAmerica Can I get some help with a support ticket? It's been 15 days.... Incident: 150202-000419 Thank you!
Pos,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
Neg,@VirginAmerica I cannot even open my laptop in seat 4C and I paid a premium for this?!!   Let me out of here!
Neg,@VirginAmerica I am in seat 4C and I cannot even open my laptop; and I paid extra for this seat!!
Neutral,.@VirginAmerica If only you guys were starting those flights at the end of the month! Guess I’m still road tripping on Feb 27…
Pos,"@VirginAmerica thanks for that. Been needing a way to make those Austin trips from DCA, and now you've come through!"
Neutral,@VirginAmerica announced New Route to Austin w/fares from $39/way.
Neutral,@VirginAmerica Really? Sprint? I thought you guys were 'kewl'! 0_0
Pos,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
Neutral,@VirginAmerica you should have 39 dollar LAX-Las fares!!!
Pos,=@VirginAmerica great. Well deserved.
Neg,@VirginAmerica FYI the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. Emails bounce.
Neg,@VirginAmerica Status match - 2 weeks have gone by and no news.Flt next week - hope flt will count towards requirement.  Cust Svc no help!!!
Neg,=@VirginAmerica your website sucks donkey dicks. just thought you should know. all best.
Neutral,=@VirginAmerica you should still develop an app - then you will be my favorite airline.
Neg,=@VirginAmerica all crap channels which is why I pay to watch UK TV
Pos,@VirginAmerica got it. All set - Thanks!
Neutral,@VirginAmerica no A's channel this year?
Neutral,=@VirginAmerica only thing I see on passbook is Virgin mobile Mexico. how do I integrate?
Pos,=@VirginAmerica Giants and Virgin America. a match made in heaven.
Pos,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
Neg,@VirginAmerica how come you don't have an iPhone app? Still using and making me waste paper.
Neg,@VirginAmerica Your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail
Neg,@VirginAmerica When will VX use all 6 LGA slots instead of 4 today? Adding AUS makes this less likely :(
Neutral,@VirginAmerica is helping me step up my @Tinder game! #TinderTips #tinderchamp http://t.co/jBmVVha63A
Pos,@VirginAmerica I luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I'm not a caffeine drinker
